SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,TenureGroup,MonthlyChargesBin
0,-1.2924336180514295,-1.182532913033441,False,False,False,False,False,False,False,False,0-1yr,Low
0,0.05673064288178709,-0.27626417586839563,True,False,True,False,False,True,False,False,2-4yrs,Medium
0,-1.2515498525686046,-0.37993329340388055,True,False,True,False,False,False,False,True,0-1yr,Medium
0,0.5064520631928593,-0.7661843603506067,True,False,False,False,False,True,False,False,2-4yrs,Medium
0,-1.2515498525686046,0.18355852287770674,False,False,True,False,True,False,False,True,0-1yr,High
0,-1.0062472596716563,1.1516943140558642,False,False,True,True,True,False,False,True,0-1yr,Very High
0,-0.43387454291210986,0.7988848979270362,True,True,True,True,True,False,False,False,1-2yrs,High
0,-0.9244797287060068,-1.185877078115231,False,False,False,False,False,False,False,False,0-1yr,Low
0,-0.18857195001516136,1.3239188157680404,False,False,True,True,True,False,False,True,2-4yrs,Very High
0,1.2014760764008798,-0.3030174965227144,True,True,True,False,False,True,False,False,4-6yrs,Medium
0,-0.8018284322575325,-0.5103557315936841,True,True,True,False,False,False,False,False,1-2yrs,Medium
0,-0.6791771358090583,-1.547046906948533,True,False,True,False,False,False,True,False,1-2yrs,Low
0,1.0379410144695809,1.1751034696283926,True,False,True,True,True,True,False,False,4-6yrs,Very High
0,0.6699871251241583,1.2871329998683525,True,False,True,True,True,False,False,True,4-6yrs,Very High
0,-0.3112232464636356,1.3473279713405693,True,False,True,False,True,False,False,False,2-4yrs,Very High
0,1.487662434780653,1.6065007651792815,False,True,True,True,True,False,True,False,4-6yrs,Very High
0,0.7926384215726325,-1.490196100558106,False,False,True,False,False,True,False,False,4-6yrs,Low
0,1.5694299657463027,1.3874579523220474,True,True,True,True,True,False,True,False,4-6yrs,Very High
0,-0.9244797287060068,-0.33478706479971776,False,True,True,False,False,False,False,True,0-1yr,Medium
0,-0.4747583083949346,0.8306544662040397,False,False,True,False,True,False,False,False,1-2yrs,Very High
1,-1.2924336180514295,-0.8548047350180373,True,False,False,False,False,False,False,True,0-1yr,Medium
0,-0.8427121977403573,-1.5186215037533197,True,False,True,False,False,True,False,False,0-1yr,Low
0,-1.2924336180514295,-1.5069169259670552,True,False,True,False,False,False,False,True,0-1yr,Low
0,1.0379410144695809,-0.17761130595559563,False,False,True,True,False,False,True,False,4-6yrs,Medium
0,0.6699871251241583,-0.18764380120096502,True,True,True,False,False,False,False,False,4-6yrs,Medium
0,-0.10680441904951188,-0.3314428997179281,False,False,True,False,False,False,False,False,2-4yrs,Medium
0,0.5882195941585088,1.1416618188104943,True,True,True,True,True,False,False,True,2-4yrs,Very High
0,-1.2924336180514295,-1.1708283352471767,True,True,False,False,False,False,False,True,0-1yr,Medium
0,1.6103137312291274,0.8373427963676194,True,False,True,True,False,False,True,False,4-6yrs,Very High
0,-0.6382933703262336,-0.01709138202968338,False,True,True,False,False,False,False,True,1-2yrs,High
1,1.5694299657463027,1.0413368663567992,False,False,True,True,True,False,True,False,4-6yrs,Very High
1,-1.2515498525686046,1.0129114631615859,True,False,True,False,True,False,False,False,0-1yr,Very High
0,-0.22945571549798613,0.03139901165626933,False,True,True,False,False,True,False,False,2-4yrs,High
0,-1.2924336180514295,-1.50524484342616,True,False,True,False,False,False,False,False,0-1yr,Low
1,-1.2924336180514295,-0.6675314904378065,True,False,True,False,False,False,False,False,0-1yr,Medium
0,1.6103137312291274,1.1600547267603387,False,True,True,True,True,False,True,False,4-6yrs,Very High
0,-1.1288985561201306,0.1501168720598084,True,False,True,False,True,False,False,True,0-1yr,High
0,0.547335828675684,0.3206692912310898,False,False,True,False,True,False,False,False,2-4yrs,High
0,0.05673064288178709,1.3757533745357828,True,False,True,True,True,False,False,True,2-4yrs,Very High
0,-0.883595963223182,1.0914993425836468,False,False,True,True,True,False,False,True,0-1yr,Very High
0,-0.9244797287060068,-0.5237323919208436,True,True,True,False,False,True,False,False,0-1yr,Medium
0,1.528546200263478,0.13339604665085922,False,True,True,True,False,False,True,False,4-6yrs,High
0,-0.6382933703262336,-1.4868519354763161,False,True,True,False,False,True,False,False,1-2yrs,Low
0,1.2423598418837047,0.4895496278614764,False,False,True,True,False,False,True,False,4-6yrs,High
0,-0.8018284322575325,0.3674876023761477,False,False,True,True,False,False,False,False,1-2yrs,High
0,0.6699871251241583,0.645053304164704,False,False,True,True,True,False,False,False,4-6yrs,High
0,-1.2515498525686046,-0.5337648871662131,True,False,True,False,False,False,False,False,0-1yr,Medium
0,-1.2515498525686046,0.5163029485157955,False,False,True,False,True,False,False,True,0-1yr,High
0,0.7926384215726325,0.48620546277968674,True,False,True,True,False,False,True,False,4-6yrs,High
0,1.487662434780653,-0.03548428997952738,False,True,True,True,False,False,True,False,4-6yrs,High
1,0.4246845322272098,0.8373427963676194,False,False,True,True,True,False,False,False,2-4yrs,Very High
0,-0.720060901291883,1.1333014061060196,False,False,True,False,True,False,False,True,1-2yrs,Very High
1,-0.3112232464636356,0.1434285418962286,False,False,True,True,False,False,False,False,2-4yrs,High
1,-1.0062472596716563,0.5163029485157955,False,False,True,True,True,False,False,True,0-1yr,High
1,1.1197085454352305,0.32234137377198463,False,True,True,False,False,True,False,False,4-6yrs,High
1,-0.5974096048434088,1.011239380620691,True,False,True,True,True,False,False,True,1-2yrs,Very High
0,1.2423598418837047,1.1516943140558642,False,True,True,True,True,True,False,False,4-6yrs,Very High
1,1.3650111383321788,1.4459808412533697,True,True,True,True,True,True,False,False,4-6yrs,Very High
0,0.05673064288178709,-1.3463970020411429,False,True,True,True,False,False,True,False,2-4yrs,Low
0,1.6103137312291274,1.414211272976366,False,False,True,True,True,False,True,False,4-6yrs,Very High
0,0.5882195941585088,1.1801197172510776,False,False,True,True,True,False,False,False,2-4yrs,Very High
0,1.1197085454352305,0.8256382185813552,True,False,True,True,True,False,False,False,4-6yrs,High
0,1.6103137312291274,-0.7728726905141862,True,False,False,False,False,False,True,False,4-6yrs,Medium
0,-0.5974096048434088,-0.36154038545403655,False,True,True,False,False,True,False,False,1-2yrs,Medium
0,-0.9653634941888315,0.9761256472618978,False,False,True,True,True,False,False,True,0-1yr,Very High
0,-1.21066608708578,0.337390116640039,False,False,True,False,False,False,False,False,0-1yr,High
0,0.5882195941585088,0.4577800595844733,True,False,True,True,True,True,False,False,2-4yrs,High
0,-0.06592065356668714,0.46781255482984274,False,False,True,False,False,False,True,False,2-4yrs,High
0,0.710870890606983,-1.5069169259670552,False,True,True,False,False,False,True,False,4-6yrs,Low
0,-0.9244797287060068,0.4895496278614764,True,False,True,False,True,False,False,False,0-1yr,High
0,-1.2924336180514295,-0.5404532173297928,True,False,True,False,False,False,False,False,0-1yr,Medium
0,0.7926384215726325,-1.4985565132625807,False,True,True,False,False,True,False,False,4-6yrs,Low
1,1.2832436073665294,1.551322041329749,True,True,True,True,True,False,True,False,4-6yrs,Very High
0,1.2014760764008798,-1.369806157613672,True,True,True,True,False,False,True,False,4-6yrs,Low
0,-1.21066608708578,-0.023779712193263147,False,True,True,False,False,False,False,False,0-1yr,High
1,0.9561734835039315,1.5145362254300612,False,False,True,True,True,True,False,False,4-6yrs,Very High
0,0.547335828675684,-0.3197383219316636,False,False,True,False,False,True,False,False,2-4yrs,Medium
0,-1.0062472596716563,-0.353179972749562,False,True,True,False,False,False,False,False,0-1yr,Medium
1,-0.10680441904951188,0.318997208690195,True,False,True,False,False,False,False,False,2-4yrs,High
0,0.5064520631928593,-1.3146274337641397,False,True,True,True,False,True,False,False,2-4yrs,Low
0,-1.2924336180514295,0.47282880245252723,False,True,True,False,True,False,False,True,0-1yr,High
0,-0.883595963223182,-0.4902907411029453,False,True,False,False,False,False,False,False,0-1yr,Medium
0,-1.047131025154481,0.3323738690173545,False,False,True,False,True,False,False,True,0-1yr,High
0,0.38380076674438507,1.290477164950142,False,False,True,False,True,False,False,False,2-4yrs,Very High
0,0.6699871251241583,-1.5069169259670552,False,False,True,False,False,False,True,False,4-6yrs,Low
0,-0.9653634941888315,1.1399897362695994,True,False,True,True,True,False,False,False,0-1yr,Very High
0,0.09761440836461184,-0.10236759161532433,False,False,True,False,False,True,False,False,2-4yrs,High
0,0.6291033596413335,-1.490196100558106,False,True,True,False,False,False,True,False,2-4yrs,Low
0,0.547335828675684,-1.5136052561306348,False,True,True,False,False,False,True,False,2-4yrs,Low
0,-0.14768818453233662,-1.0521104748436376,True,False,False,False,False,False,False,False,2-4yrs,Medium
0,-0.10680441904951188,0.5631212596608529,True,True,True,False,True,False,False,False,2-4yrs,High
1,-1.2924336180514295,0.31732512614930014,True,False,True,False,True,False,False,False,0-1yr,High
0,1.3650111383321788,0.6283324787557547,True,True,True,True,False,False,True,False,4-6yrs,High
0,1.3241273728493541,1.532929133379905,False,False,True,True,True,False,False,False,4-6yrs,Very High
0,1.6103137312291274,1.193496377578237,True,False,True,True,True,False,True,False,4-6yrs,Very High
0,-0.8427121977403573,0.45945214212536817,False,False,True,True,True,False,False,True,0-1yr,High
0,1.5694299657463027,0.0548081672287978,True,True,True,True,False,True,False,False,4-6yrs,High
0,-1.1288985561201306,-1.4768194402309467,True,False,True,False,False,False,False,True,0-1yr,Low
0,0.7926384215726325,-1.4784915227718416,True,False,True,False,False,False,True,False,4-6yrs,Low
1,-0.3112232464636356,1.113236415615281,False,False,True,False,True,False,False,True,2-4yrs,Very High
0,-1.2924336180514295,-1.5303260815395838,False,True,True,False,False,False,False,False,0-1yr,Low
0,0.22026570481308608,0.9961906377526366,True,False,True,True,True,True,False,False,2-4yrs,Very High
1,1.3650111383321788,-0.657498995192437,False,False,False,False,False,True,False,False,4-6yrs,Medium
0,1.4467786692978284,1.497815400021112,True,False,True,True,True,False,True,True,4-6yrs,Very High
0,-1.1288985561201306,-1.368134075072777,True,False,False,False,False,False,False,False,0-1yr,Low
0,1.6103137312291274,1.3021817427364069,False,True,True,True,True,True,False,False,4-6yrs,Very High
